GantryFrom,Time,Rains,交通量
01F0578S,05:40,0,1008
01F0578S,05:40,1,1694
01F0578S,05:45,0,1036
01F0578S,05:45,1,1821
01F0578S,05:50,0,1053
01F0578S,05:50,1,2014
01F0578S,05:55,0,1210
01F0578S,05:55,1,2132
01F0578S,06:00,0,1331
01F0578S,06:00,1,2282
01F0578S,06:05,0,1393
01F0578S,06:05,1,2451
01F0578S,06:10,0,1628
01F0578S,06:10,1,2686
01F0578S,06:15,0,1862
01F0578S,06:15,1,3084
01F0578S,06:20,0,1988
01F0578S,06:20,1,3536
01F0578S,06:25,0,2229
01F0578S,06:25,1,3742
01F0578S,06:30,0,2126
01F0578S,06:30,1,4010
01F0578S,06:35,0,2677
01F0578S,06:35,1,4335
01F0578S,06:40,0,2697
01F0578S,06:40,1,4549
01F0578S,06:45,0,2830
01F0578S,06:45,1,4813
01F0578S,06:50,0,3100
01F0578S,06:50,1,5334
01F0578S,06:55,0,3094
01F0578S,06:55,1,5086
01F0578S,07:00,0,3181
01F0578S,07:00,1,5446
01F0578S,07:05,0,3054
01F0578S,07:05,1,5303
01F0578S,07:10,0,3083
01F0578S,07:10,1,5053
01F0578S,07:15,0,3140
01F0578S,07:15,1,5139
01F0578S,07:20,0,3048
01F0578S,07:20,1,5102
01F0578S,07:25,0,2896
01F0578S,07:25,1,4957
01F0578S,07:30,0,2998
01F0578S,07:30,1,5205
01F0578S,07:35,0,2977
01F0578S,07:35,1,5134
01F0578S,07:40,0,2972
01F0578S,07:40,1,5005
01F0578S,07:45,0,2872
01F0578S,07:45,1,5008
01F0578S,07:50,0,2862
01F0578S,07:50,1,5004
01F0578S,07:55,0,2819
01F0578S,07:55,1,4851
01F0578S,08:00,0,2888
01F0578S,08:00,1,4887
01F0578S,08:05,0,2844
01F0578S,08:05,1,4827
01F0578S,08:10,0,2766
01F0578S,08:10,1,4709
01F0578S,08:15,0,2739
01F0578S,08:15,1,4850
01F0578S,08:20,0,2755
01F0578S,08:20,1,4757
01F0578S,08:25,0,2590
01F0578S,08:25,1,4585
01F0578S,08:30,0,2655
01F0578S,08:30,1,4595
01F0578S,08:35,0,2726
01F0578S,08:35,1,4531
01F0578S,08:40,0,2614
01F0578S,08:40,1,4353
01F0578S,08:45,0,2544
01F0578S,08:45,1,4290
01F0578S,08:50,0,2639
01F0578S,08:50,1,4473
01F0578S,08:55,0,2581
01F0578S,08:55,1,4423
01F0578S,09:00,0,2564
01F0578S,09:00,1,4495
01F0578S,09:05,0,2564
01F0578S,09:05,1,4457
01F0578S,09:10,0,2451
01F0578S,09:10,1,4403
01F0578S,09:15,0,2381
01F0578S,09:15,1,4523
01F0578S,09:20,0,2422
01F0578S,09:20,1,4392
01F0578S,09:25,0,2390
01F0578S,09:25,1,4297
01F0578S,09:30,0,2335
01F0578S,09:30,1,4350
01F0578S,09:35,0,2405
01F0578S,09:35,1,4410
01F0578S,09:40,0,2408
01F0578S,09:40,1,4369
01F0578S,09:45,0,2397
01F0578S,09:45,1,4306
01F0578S,09:50,0,2384
01F0578S,09:50,1,4408
01F0578S,09:55,0,2297
01F0578S,09:55,1,4225
01F0578S,10:00,0,2411
01F0578S,10:00,1,4212
01F0578S,10:05,0,2330
01F0578S,10:05,1,4271
01F0578S,10:10,0,2354
01F0578S,10:10,1,4274
01F0578S,10:15,0,2380
01F0578S,10:15,1,4341
01F0578S,10:20,0,2411
01F0578S,10:20,1,4264
01F0578S,10:25,0,2463
01F0578S,10:25,1,4501
01F0578S,10:30,0,2496
01F0578S,10:30,1,4433
01F0578S,10:35,0,2493
01F0578S,10:35,1,4358
01F0578S,10:40,0,2452
01F0578S,10:40,1,4324
01F0578S,10:45,0,2361
01F0578S,10:45,1,4300
01F0578S,10:50,0,2280
01F0578S,10:50,1,4225
01F0578S,10:55,0,2438
01F0578S,10:55,1,4318
01F0578S,11:00,0,2421
01F0578S,11:00,1,4352
01F0578S,11:05,0,2496
01F0578S,11:05,1,4121
01F0578S,11:10,0,2463
01F0578S,11:10,1,4252
01F0578S,11:15,0,2468
01F0578S,11:15,1,4154
01F0578S,11:20,0,2538
01F0578S,11:20,1,4249
01F0578S,11:25,0,2524
01F0578S,11:25,1,4199
01F0578S,11:30,0,2443
01F0578S,11:30,1,4219
01F0578S,11:35,0,2476
01F0578S,11:35,1,4085
01F0578S,11:40,0,2512
01F0578S,11:40,1,4109
01F0578S,11:45,0,2409
01F0578S,11:45,1,4183
01F0578S,11:50,0,2443
01F0578S,11:50,1,4068
01F0578S,11:55,0,2341
01F0578S,11:55,1,4048
01F0578S,12:00,0,2341
01F0578S,12:00,1,3939
01F0578S,12:05,0,2405
01F0578S,12:05,1,3990
01F0578S,12:10,0,2375
01F0578S,12:10,1,4057
01F0578S,12:15,0,2331
01F0578S,12:15,1,3946
01F0578S,12:20,0,2420
01F0578S,12:20,1,3977
01F0578S,12:25,0,2418
01F0578S,12:25,1,4106
01F0578S,12:30,0,2445
01F0578S,12:30,1,4201
01F0578S,12:35,0,2454
01F0578S,12:35,1,4062
01F0578S,12:40,0,2409
01F0578S,12:40,1,3854
01F0578S,12:45,0,2366
01F0578S,12:45,1,4117
01F0578S,12:50,0,2344
01F0578S,12:50,1,3910
01F0578S,12:55,0,2324
01F0578S,12:55,1,3918
01F0578S,13:00,0,2265
01F0578S,13:00,1,3981
01F0578S,13:05,0,2173
01F0578S,13:05,1,3877
01F0578S,13:10,0,2272
01F0578S,13:10,1,3945
01F0578S,13:15,0,2329
01F0578S,13:15,1,3981
01F0578S,13:20,0,2420
01F0578S,13:20,1,4082
01F0578S,13:25,0,2429
01F0578S,13:25,1,4117
01F0578S,13:30,0,2491
01F0578S,13:30,1,4104
01F0578S,13:35,0,2549
01F0578S,13:35,1,4130
01F0578S,13:40,0,2413
01F0578S,13:40,1,4044
01F0578S,13:45,0,2533
01F0578S,13:45,1,4195
01F0578S,13:50,0,2397
01F0578S,13:50,1,4111
01F0578S,13:55,0,2465
01F0578S,13:55,1,4278
01F0578S,14:00,0,2487
01F0578S,14:00,1,4148
01F0578S,14:05,0,2557
01F0578S,14:05,1,4250
01F0578S,14:10,0,2429
01F0578S,14:10,1,4195
01F0578S,14:15,0,2464
01F0578S,14:15,1,4250
01F0578S,14:20,0,2409
01F0578S,14:20,1,4310
01F0578S,14:25,0,2398
01F0578S,14:25,1,4305
01F0578S,14:30,0,2475
01F0578S,14:30,1,4220
01F0578S,14:35,0,2565
01F0578S,14:35,1,4318
01F0578S,14:40,0,2468
01F0578S,14:40,1,4308
01F0578S,14:45,0,2522
01F0578S,14:45,1,4312
01F0578S,14:50,0,2521
01F0578S,14:50,1,4314
01F0578S,14:55,0,2508
01F0578S,14:55,1,4250
01F0578S,15:00,0,2477
01F0578S,15:00,1,4217
01F0578S,15:05,0,2481
01F0578S,15:05,1,4405
01F0578S,15:10,0,2487
01F0578S,15:10,1,4171
01F0578S,15:15,0,2519
01F0578S,15:15,1,4135
01F0578S,15:20,0,2441
01F0578S,15:20,1,4302
01F0578S,15:25,0,2516
01F0578S,15:25,1,4208
01F0578S,15:30,0,2440
01F0578S,15:30,1,4305
01F0578S,15:35,0,2403
01F0578S,15:35,1,4300
01F0578S,15:40,0,2453
01F0578S,15:40,1,4213
01F0578S,15:45,0,2414
01F0578S,15:45,1,4238
01F0578S,15:50,0,2447
01F0578S,15:50,1,4127
01F0578S,15:55,0,2503
01F0578S,15:55,1,4114
01F0578S,16:00,0,2503
01F0578S,16:00,1,4353
01F0578S,16:05,0,2573
01F0578S,16:05,1,4084
01F0578S,16:10,0,2528
01F0578S,16:10,1,4145
01F0578S,16:15,0,2445
01F0578S,16:15,1,4173
01F0578S,16:20,0,2495
01F0578S,16:20,1,4264
01F0578S,16:25,0,2555
01F0578S,16:25,1,4220
01F0578S,16:30,0,2506
01F0578S,16:30,1,4239
01F0578S,16:35,0,2342
01F0578S,16:35,1,4144
01F0578S,16:40,0,2363
01F0578S,16:40,1,4147
01F0578S,16:45,0,2351
01F0578S,16:45,1,4257
01F0578S,16:50,0,2345
01F0578S,16:50,1,4322
01F0578S,16:55,0,2346
01F0578S,16:55,1,4253
01F0578S,17:00,0,2278
01F0578S,17:00,1,4368
01F0578S,17:05,0,2342
01F0578S,17:05,1,4261
01F0578S,17:10,0,2242
01F0578S,17:10,1,4228
01F0578S,17:15,0,2266
01F0578S,17:15,1,4273
01F0578S,17:20,0,2365
01F0578S,17:20,1,4373
01F0578S,17:25,0,2259
01F0578S,17:25,1,4074
01F0578S,17:30,0,2244
01F0578S,17:30,1,3954
01F0578S,17:35,0,2183
01F0578S,17:35,1,3942
01F0578S,17:40,0,2115
01F0578S,17:40,1,3909
01F0578S,17:45,0,2090
01F0578S,17:45,1,3894
01F0578S,17:50,0,2148
01F0578S,17:50,1,4004
01F0578S,17:55,0,2158
01F0578S,17:55,1,3890
01F0578S,18:00,0,2106
01F0578S,18:00,1,3998
01F0578S,18:05,0,2210
01F0578S,18:05,1,3890
01F0578S,18:10,0,2146
01F0578S,18:10,1,3649
01F0578S,18:15,0,2213
01F0578S,18:15,1,3661
01F0578S,18:20,0,2194
01F0578S,18:20,1,3666
01F0578S,18:25,0,2193
01F0578S,18:25,1,3682
01F0578S,18:30,0,2123
01F0578S,18:30,1,3608
01F0578S,18:35,0,2079
01F0578S,18:35,1,3641
01F0578S,18:40,0,2102
01F0578S,18:40,1,3555
01F0578S,18:45,0,2055
01F0578S,18:45,1,3416
01F0578S,18:50,0,1982
01F0578S,18:50,1,3553
01F0578S,18:55,0,1947
01F0578S,18:55,1,3353
01F0578S,19:00,0,1897
01F0578S,19:00,1,3242
01F0578S,19:05,0,1883
01F0578S,19:05,1,3211
01F0578S,19:10,0,1857
01F0578S,19:10,1,3175
01F0578S,19:15,0,1944
01F0578S,19:15,1,3324
01F0578S,19:20,0,1830
01F0578S,19:20,1,3199
01F0578S,19:25,0,1899
01F0578S,19:25,1,3301
01F0578S,19:30,0,1767
01F0578S,19:30,1,3221
01F0578S,19:35,0,1803
01F0578S,19:35,1,3241
01F0578S,19:40,0,1821
01F0578S,19:40,1,3057
01F0578S,19:45,0,1844
01F0578S,19:45,1,3200
01F0578S,19:50,0,1809
01F0578S,19:50,1,3012
01F0578S,19:55,0,1784
01F0578S,19:55,1,3018
01F0578S,20:00,0,1705
01F0578S,20:00,1,2921
01F0578S,20:05,0,1710
01F0578S,20:05,1,2954
01F0578S,20:10,0,1744
01F0578S,20:10,1,2945
01F0578S,20:15,0,1693
01F0578S,20:15,1,3056
01F0578S,20:20,0,1759
01F0578S,20:20,1,3032
01F0578S,20:25,0,1893
01F0578S,20:25,1,2988
01F0578S,20:30,0,1780
01F0578S,20:30,1,2934
01F0578S,20:35,0,1715
01F0578S,20:35,1,2982
01F0578S,20:40,0,1699
01F0578S,20:40,1,2936
01F0578S,20:45,0,1779
01F0578S,20:45,1,2827
01F0578S,20:50,0,1662
01F0578S,20:50,1,2669
01F0578S,20:55,0,1586
01F0578S,20:55,1,2615
01F0578S,21:00,0,1604
01F0578S,21:00,1,2608
01F0578S,21:05,0,1636
01F0578S,21:05,1,2638
01F0578S,21:10,0,1595
01F0578S,21:10,1,2750
01F0578S,21:15,0,1614
01F0578S,21:15,1,2820
01F0578S,21:20,0,1688
01F0578S,21:20,1,2653
01F0578S,21:25,0,1684
01F0578S,21:25,1,2810
01F0578S,21:30,0,1660
01F0578S,21:30,1,2684
01F0578S,21:35,0,1624
01F0578S,21:35,1,2551
01F0578S,21:40,0,1515
01F0578S,21:40,1,2469
01F0578S,21:45,0,1566
01F0578S,21:45,1,2476
01F0578S,21:50,0,1508
01F0578S,21:50,1,2476
01F0578S,21:55,0,1516
01F0578S,21:55,1,2325
01F0578S,22:00,0,1489
01F0578S,22:00,1,2348
01F0578S,22:05,0,1364
01F0578S,22:05,1,2290
01F0578S,22:10,0,1368
01F0578S,22:10,1,2226
01F0578S,22:15,0,1361
01F0578S,22:15,1,2320
01F0578S,22:20,0,1270
01F0578S,22:20,1,2272
01F0578S,22:25,0,1197
01F0578S,22:25,1,2088
01F0578S,22:30,0,1183
01F0578S,22:30,1,1835
01F0578S,22:35,0,1111
01F0578S,22:35,1,1845
01F0578S,22:40,0,1076
01F0578S,22:40,1,1751
01F0578S,22:45,0,1071
01F0578S,22:45,1,1683
01F0578S,22:50,0,1049
01F0578S,22:50,1,1624
01F0578S,22:55,0,969
01F0578S,22:55,1,1546
01F0578S,23:00,0,991
01F0578S,23:00,1,1549
01F0578S,23:05,0,920
01F0578S,23:05,1,1534
01F0578S,23:10,0,987
01F0578S,23:10,1,1527
01F0578S,23:15,0,986
01F0578S,23:15,1,1468
01F0578S,23:20,0,925
01F0578S,23:20,1,1449
01F0578S,23:25,0,861
01F0578S,23:25,1,1431
01F0578S,23:30,0,897
01F0578S,23:30,1,1369
01F0578S,23:35,0,853
01F0578S,23:35,1,1326
01F0578S,23:40,0,856
01F0578S,23:40,1,1206
01F0578S,23:45,0,802
01F0578S,23:45,1,1197
01F0578S,23:50,0,709
01F0578S,23:50,1,1216
01F0578S,23:55,0,649
01F0578S,23:55,1,1128
01F0584N,00:00,0,617
01F0584N,00:00,1,1303
01F0584N,00:05,0,596
01F0584N,00:05,1,1196
01F0584N,00:10,0,596
01F0584N,00:10,1,1149
01F0584N,00:15,0,595
01F0584N,00:15,1,1181
01F0584N,00:20,0,584
01F0584N,00:20,1,1047
01F0584N,00:25,0,562
01F0584N,00:25,1,1111
01F0584N,00:30,0,553
01F0584N,00:30,1,1021
01F0584N,00:35,0,516
01F0584N,00:35,1,1049
01F0584N,00:40,0,508
01F0584N,00:40,1,942
01F0584N,00:45,0,566
01F0584N,00:45,1,952
01F0584N,00:50,0,519
01F0584N,00:50,1,884
01F0584N,00:55,0,459
01F0584N,00:55,1,901
01F0584N,01:00,0,497
01F0584N,01:00,1,817
01F0584N,01:05,0,470
01F0584N,01:05,1,752
01F0584N,01:10,0,499
01F0584N,01:10,1,797
01F0584N,01:15,0,422
01F0584N,01:15,1,811
01F0584N,01:20,0,431
01F0584N,01:20,1,752
01F0584N,01:25,0,426
01F0584N,01:25,1,738
01F0584N,01:30,0,382
01F0584N,01:30,1,682
01F0584N,01:35,0,408
01F0584N,01:35,1,704
01F0584N,01:40,0,385
01F0584N,01:40,1,707
01F0584N,01:45,0,402
01F0584N,01:45,1,660
01F0584N,01:50,0,399
01F0584N,01:50,1,683
01F0584N,01:55,0,402
01F0584N,01:55,1,661
01F0584N,02:00,0,386
01F0584N,02:00,1,616
01F0584N,02:05,0,337
01F0584N,02:05,1,582
01F0584N,02:10,0,414
01F0584N,02:10,1,597
01F0584N,02:15,0,361
01F0584N,02:15,1,666
01F0584N,02:20,0,363
01F0584N,02:20,1,608
01F0584N,02:25,0,377
01F0584N,02:25,1,595
01F0584N,02:30,0,339
01F0584N,02:30,1,635
01F0584N,02:35,0,367
01F0584N,02:35,1,657
01F0584N,02:40,0,315
01F0584N,02:40,1,554
01F0584N,02:45,0,359
01F0584N,02:45,1,624
01F0584N,02:50,0,358
01F0584N,02:50,1,610
01F0584N,02:55,0,374
01F0584N,02:55,1,625
01F0584N,03:00,0,322
01F0584N,03:00,1,587
01F0584N,03:05,0,373
01F0584N,03:05,1,609
01F0584N,03:10,0,377
01F0584N,03:10,1,593
01F0584N,03:15,0,426
01F0584N,03:15,1,603
01F0584N,03:20,0,356
01F0584N,03:20,1,651
01F0584N,03:25,0,419
01F0584N,03:25,1,593
01F0584N,03:30,0,376
01F0584N,03:30,1,560
01F0584N,03:35,0,384
01F0584N,03:35,1,687
01F0584N,03:40,0,430
01F0584N,03:40,1,723
01F0584N,03:45,0,469
01F0584N,03:45,1,702
01F0584N,03:50,0,399
01F0584N,03:50,1,713
01F0584N,03:55,0,434
01F0584N,03:55,1,752
01F0584N,04:00,0,490
01F0584N,04:00,1,795
01F0584N,04:05,0,431
01F0584N,04:05,1,747
01F0584N,04:10,0,510
01F0584N,04:10,1,766
01F0584N,04:15,0,454
01F0584N,04:15,1,740
01F0584N,04:20,0,512
01F0584N,04:20,1,854
01F0584N,04:25,0,506
01F0584N,04:25,1,773
01F0584N,04:30,0,522
01F0584N,04:30,1,823
01F0584N,04:35,0,513
01F0584N,04:35,1,809
01F0584N,04:40,0,497
01F0584N,04:40,1,815
01F0584N,04:45,0,499
01F0584N,04:45,1,866
01F0584N,04:50,0,508
01F0584N,04:50,1,852
01F0584N,04:55,0,592
01F0584N,04:55,1,952
01F0584N,05:00,0,632
01F0584N,05:00,1,958
01F0584N,05:05,0,612
01F0584N,05:05,1,1027
01F0584N,05:10,0,655
01F0584N,05:10,1,1077
01F0584N,05:15,0,710
01F0584N,05:15,1,1195
01F0584N,05:20,0,760
01F0584N,05:20,1,1212
01F0584N,05:25,0,884
01F0584N,05:25,1,1417
01F0584N,05:30,0,892
01F0584N,05:30,1,1492
01F0584N,05:35,0,955
01F0584N,05:35,1,1569
01F0584N,05:40,0,1006
01F0584N,05:40,1,1630
01F0584N,05:45,0,1020
01F0584N,05:45,1,1769
01F0584N,05:50,0,1057
01F0584N,05:50,1,1849
01F0584N,05:55,0,1279
01F0584N,05:55,1,2131
01F0584N,06:00,0,1257
01F0584N,06:00,1,2209
01F0584N,06:05,0,1347
01F0584N,06:05,1,2412
01F0584N,06:10,0,1515
01F0584N,06:10,1,2615
01F0584N,06:15,0,1672
01F0584N,06:15,1,2723
01F0584N,06:20,0,1871
01F0584N,06:20,1,3128
01F0584N,06:25,0,2093
01F0584N,06:25,1,3504
01F0584N,06:30,0,2113
01F0584N,06:30,1,3631
01F0584N,06:35,0,2164
01F0584N,06:35,1,3791
01F0584N,06:40,0,2308
01F0584N,06:40,1,3966
01F0584N,06:45,0,2309
01F0584N,06:45,1,3942
01F0584N,06:50,0,2370
01F0584N,06:50,1,3955
01F0584N,06:55,0,2326
01F0584N,06:55,1,4029
01F0584N,07:00,0,2325
01F0584N,07:00,1,3969
01F0584N,07:05,0,2302
01F0584N,07:05,1,3875
01F0584N,07:10,0,2280
01F0584N,07:10,1,4021
01F0584N,07:15,0,2251
01F0584N,07:15,1,3924
01F0584N,07:20,0,2296
01F0584N,07:20,1,3866
01F0584N,07:25,0,2355
01F0584N,07:25,1,3971
01F0584N,07:30,0,2388
01F0584N,07:30,1,4145
01F0584N,07:35,0,2314
01F0584N,07:35,1,4047
01F0584N,07:40,0,2361
01F0584N,07:40,1,4133
01F0584N,07:45,0,2550
01F0584N,07:45,1,4259
01F0584N,07:50,0,2432
01F0584N,07:50,1,4261
01F0584N,07:55,0,2442
01F0584N,07:55,1,4249
01F0584N,08:00,0,2523
01F0584N,08:00,1,4209
01F0584N,08:05,0,2550
01F0584N,08:05,1,4170
01F0584N,08:10,0,2454
01F0584N,08:10,1,4325
01F0584N,08:15,0,2430
01F0584N,08:15,1,4242
01F0584N,08:20,0,2387
01F0584N,08:20,1,4107
01F0584N,08:25,0,2382
01F0584N,08:25,1,4033
01F0584N,08:30,0,2464
01F0584N,08:30,1,4152
01F0584N,08:35,0,2533
01F0584N,08:35,1,4148
01F0584N,08:40,0,2439
01F0584N,08:40,1,4164
01F0584N,08:45,0,2417
01F0584N,08:45,1,4040
01F0584N,08:50,0,2202
01F0584N,08:50,1,3985
01F0584N,08:55,0,2261
01F0584N,08:55,1,3938
01F0584N,09:00,0,2331
01F0584N,09:00,1,3885
01F0584N,09:05,0,2309
01F0584N,09:05,1,3905
01F0584N,09:10,0,2278
01F0584N,09:10,1,3907
01F0584N,09:15,0,2342
01F0584N,09:15,1,3884
01F0584N,09:20,0,2341
01F0584N,09:20,1,3956
01F0584N,09:25,0,2316
01F0584N,09:25,1,4012
01F0584N,09:30,0,2435
01F0584N,09:30,1,4335
01F0584N,09:35,0,2419
01F0584N,09:35,1,4252
01F0584N,09:40,0,2463
01F0584N,09:40,1,4240
01F0584N,09:45,0,2389
01F0584N,09:45,1,4239
01F0584N,09:50,0,2431
01F0584N,09:50,1,4157
01F0584N,09:55,0,2328
01F0584N,09:55,1,4111
01F0584N,10:00,0,2389
01F0584N,10:00,1,3896
01F0584N,10:05,0,2304
01F0584N,10:05,1,4113
01F0584N,10:10,0,2317
01F0584N,10:10,1,4016
01F0584N,10:15,0,2426
01F0584N,10:15,1,4127
01F0584N,10:20,0,2360
01F0584N,10:20,1,4036
01F0584N,10:25,0,2350
01F0584N,10:25,1,4117
01F0584N,10:30,0,2413
01F0584N,10:30,1,4140
01F0584N,10:35,0,2367
01F0584N,10:35,1,4220
01F0584N,10:40,0,2430
01F0584N,10:40,1,4273
01F0584N,10:45,0,2434
01F0584N,10:45,1,4161
01F0584N,10:50,0,2462
01F0584N,10:50,1,4023
01F0584N,10:55,0,2356
01F0584N,10:55,1,4014
01F0584N,11:00,0,2294
01F0584N,11:00,1,4102
01F0584N,11:05,0,2449
01F0584N,11:05,1,4086
01F0584N,11:10,0,2356
01F0584N,11:10,1,4011
01F0584N,11:15,0,2297
01F0584N,11:15,1,4012
01F0584N,11:20,0,2401
01F0584N,11:20,1,4041
01F0584N,11:25,0,2319
01F0584N,11:25,1,4309
01F0584N,11:30,0,2458
01F0584N,11:30,1,4197
01F0584N,11:35,0,2318
01F0584N,11:35,1,4068
01F0584N,11:40,0,2338
01F0584N,11:40,1,4180
01F0584N,11:45,0,2280
01F0584N,11:45,1,4045
01F0584N,11:50,0,2361
01F0584N,11:50,1,4121
01F0584N,11:55,0,2082
01F0584N,11:55,1,3787
01F0584N,12:00,0,2220
01F0584N,12:00,1,3853
01F0584N,12:05,0,2131
01F0584N,12:05,1,3975
01F0584N,12:10,0,2341
01F0584N,12:10,1,3795
01F0584N,12:15,0,2263
01F0584N,12:15,1,3872
01F0584N,12:20,0,2348
01F0584N,12:20,1,3837
01F0584N,12:25,0,2288
01F0584N,12:25,1,3842
01F0584N,12:30,0,2318
01F0584N,12:30,1,3757
01F0584N,12:35,0,2410
01F0584N,12:35,1,3773
01F0584N,12:40,0,2419
01F0584N,12:40,1,3754
01F0584N,12:45,0,2297
01F0584N,12:45,1,3760
01F0584N,12:50,0,2358
01F0584N,12:50,1,3721
01F0584N,12:55,0,2128
01F0584N,12:55,1,3765
01F0584N,13:00,0,2308
01F0584N,13:00,1,3978
01F0584N,13:05,0,2304
01F0584N,13:05,1,3863
01F0584N,13:10,0,2285
01F0584N,13:10,1,4062
01F0584N,13:15,0,2283
01F0584N,13:15,1,3895
01F0584N,13:20,0,2354
01F0584N,13:20,1,4064
01F0584N,13:25,0,2361
01F0584N,13:25,1,4231
01F0584N,13:30,0,2402
01F0584N,13:30,1,4175
01F0584N,13:35,0,2385
01F0584N,13:35,1,4247
01F0584N,13:40,0,2515
01F0584N,13:40,1,4340
01F0584N,13:45,0,2466
01F0584N,13:45,1,4292
01F0584N,13:50,0,2468
01F0584N,13:50,1,4408
01F0584N,13:55,0,2483
01F0584N,13:55,1,4339
01F0584N,14:00,0,2535
01F0584N,14:00,1,4322
01F0584N,14:05,0,2510
01F0584N,14:05,1,4234
01F0584N,14:10,0,2533
01F0584N,14:10,1,4249
01F0584N,14:15,0,2485
01F0584N,14:15,1,4281
01F0584N,14:20,0,2490
01F0584N,14:20,1,4398
01F0584N,14:25,0,2464
01F0584N,14:25,1,4311
01F0584N,14:30,0,2481
01F0584N,14:30,1,4343
01F0584N,14:35,0,2453
01F0584N,14:35,1,4391
01F0584N,14:40,0,2492
01F0584N,14:40,1,4265
01F0584N,14:45,0,2473
01F0584N,14:45,1,4346
01F0584N,14:50,0,2470
01F0584N,14:50,1,4386
01F0584N,14:55,0,2425
01F0584N,14:55,1,4273
01F0584N,15:00,0,2352
01F0584N,15:00,1,4192
01F0584N,15:05,0,2468
01F0584N,15:05,1,4344
01F0584N,15:10,0,2457
01F0584N,15:10,1,4467
01F0584N,15:15,0,2475
01F0584N,15:15,1,4273
01F0584N,15:20,0,2336
01F0584N,15:20,1,4413
01F0584N,15:25,0,2398
01F0584N,15:25,1,4285
